"RTL_STORE_CD","RTL_FIPS_COUNTY_DSC","RTL_PREMISE_TYPE_CD","RTL_CHANNEL_DSC","RTL_SUBCHANNEL_DSC","RTL_BEER_FLAG","RTL_LIQUOR_FLG"
"101527532","SALT LAKE","OFF","CIGARETTE OUTLET","CONVENTIONAL CIGARETTE OUTLET","Y","N"
"100635232","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100633640","IRON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100617139","SUMMIT","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100111842","SALT LAKE","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"100221813","GRAND","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101673709","UTAH","ON","RECREATION","PRIVATE CLUB","Y","Y"
"103095596","WASHINGTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"200682573","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100317176","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100651532","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100112293","WEBER","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100693926","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105627090","BEAVER","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"100317162","WEBER","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100447921","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101674085","UTAH","ON","DINING","CASUAL DINING","Y","Y"
"100187438","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105528225","SALT LAKE","ON","LODGING","FULL SERVICE LODGING","Y","Y"
"100140178","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105606803","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"100301204","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101544247","DAVIS","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"205609031","SUMMIT","ON","BAR/NIGHTCLUB","PREMIUM NIGHTCLUB","Y","Y"
"100688073","IRON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101440803","DAVIS","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"102192262","SUMMIT","ON","DINING","CASUAL DINING","Y","Y"
"202041296","SUMMIT","ON","DINING","CASUAL DINING","Y","Y"
"200329192","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"103540444","UTAH","OFF","GROCERY","SUPERCENTER","Y","N"
"107393318","SALT LAKE","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"101946873","KANE","ON","DINING","CASUAL DINING","Y","N"
"103979095","SALT LAKE","ON","BAR/NIGHTCLUB","SPORTS BAR","Y","Y"
"103741945","WASHINGTON","ON","DINING","CASUAL DINING","Y","N"
"101820684","UTAH","OFF","CIGARETTE OUTLET","CONVENTIONAL CIGARETTE OUTLET","Y","N"
"105597360","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"105631073","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"105631122","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"101863164","UTAH","ON","DINING","CASUAL DINING","Y","Y"
"103542079","KANE","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","N"
"100634827","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101540157","SALT LAKE","OFF","DRUG","CONVENTIONAL DRUG","Y","N"
"100171126","JUAB","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101436049","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100558759","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101633004","CARBON","OFF","GROCERY","SUPERCENTER","Y","N"
"100992086","SALT LAKE","OFF","WHOLESALE CLUB","CONVENTIONAL CLUB","Y","N"
"105631123","IRON","ON","LODGING","LUXURY LODGING","Y","Y"
"101857232","SUMMIT","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"103901439","SALT LAKE","OFF","GROCERY","SUPERMARKET-NATURAL/GOURMET FOODS","Y","N"
"101616671","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"101436494","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105622569","SALT LAKE","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"105611352","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"100437554","SUMMIT","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107396039","SALT LAKE","OFF","GROCERY","SUPERETTE","Y","N"
"107384339","UINTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"301548139","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"201529781","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101415035","SALT LAKE","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"107436540","SALT LAKE","OFF","DRUG","CONVENTIONAL DRUG","Y","N"
"200300013","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"202073495","SALT LAKE","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"300693931","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"203561926","UTAH","ON","DINING","FAST CASUAL","Y","Y"
"101689553","SALT LAKE","ON","DINING","FINE DINING","Y","Y"
"300481161","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107482442","SALT LAKE","OFF","DRUG","CONVENTIONAL DRUG","Y","N"
"100657235","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100301261","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"205605289","WASHINGTON","ON","DINING","CASUAL DINING","Y","Y"
"201437776","CACHE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"201690052","UTAH","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"100685652","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"102491574","WASATCH","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"107412261","RICH","ON","DINING","CASUAL DINING","Y","N"
"100530249","SALT LAKE","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"301876306","IRON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100181998","WEBER","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"100577892","WEBER","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"101674090","GRAND","ON","DINING","CASUAL DINING","Y","Y"
"100645172","CARBON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101982239","WASATCH","ON","LODGING","RESORT/CONVENTION","Y","Y"
"102020051","DAVIS","ON","DINING","FAST CASUAL","Y","N"
"201674076","SALT LAKE","ON","EXTENDED MASTER ON-PREMISE","RESTAURANT NA","N","N"
"100391433","BEAVER","OFF","GROCERY","SUPERETTE","Y","N"
"100971441","MILLARD","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105623601","DAVIS","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101733412","SALT LAKE","ON","DINING","CASUAL DINING","Y","N"
"100391089","DUCHESNE","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"101674080","SALT LAKE","ON","RECREATION","GOLF/COUNTRY CLUB","Y","N"
"103518253","SALT LAKE","ON","DINING","FAST CASUAL","Y","Y"
"100656543","DAVIS","OFF","CONVENIENCE STORE","GAS STATION/KIOSK","Y","N"
"100699308","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100328998","DAVIS","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107279674","SALT LAKE","OFF","DRUG","CONVENTIONAL DRUG","Y","N"
"100111977","SALT LAKE","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"107279573","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107291586","UINTAH","ON","DINING","CASUAL DINING","Y","Y"
"205528180","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"102556776","SALT LAKE","OFF","DRUG","CONVENTIONAL DRUG","Y","N"
"105618194","SALT LAKE","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"105628368","BOX ELDER","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","Y"
"103744331","WEBER","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"101971023","WASHINGTON","ON","DINING","CASUAL DINING","Y","N"
"101673749","SALT LAKE","ON","DINING","CASUAL DINING","Y","N"
"100909650","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101942540","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"103516768","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"105545093","SALT LAKE","ON","LODGING","FULL SERVICE LODGING","Y","Y"
"101554448","IRON","OFF","GROCERY","SUPERCENTER","Y","N"
"105601128","SALT LAKE","ON","RECREATION","GOLF/COUNTRY CLUB","Y","N"
"105611081","WASHINGTON","ON","DINING","CASUAL DINING","Y","Y"
"105607460","WEBER","ON","DINING","CASUAL DINING","Y","Y"
"103996879","WEBER","ON","DINING","CASUAL DINING","Y","Y"
"200483013","CARBON","OFF","GROCERY","SUPERETTE","Y","N"
"200650754","IRON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"200329200","WEBER","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"200693943","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"102198291","SUMMIT","ON","EXTENDED MASTER ON-PREMISE","OTHER ON-PREMISE","N","N"
"107036818","WASHINGTON","OFF","EXTENDED MASTER OFF-PREMISE","OTHER OFF-PREMISE","N","N"
"105617885","SALT LAKE","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"101689452","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"103871078","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101969722","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"100111947","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100626233","EMERY","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"105525648","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"100691256","WASHINGTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"103997084","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"102006970","TOOELE","OFF","DRUG","CONVENTIONAL DRUG","Y","N"
"105628881","SALT LAKE","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","N"
"100633026","SANPETE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"102702438","DAVIS","ON","DINING","CASUAL DINING","Y","Y"
"105620775","SALT LAKE","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"105525474","WEBER","ON","DINING","CASUAL DINING","Y","Y"
"100657234","JUAB","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105619378","UINTAH","ON","BAR/NIGHTCLUB","COUNTRY WESTERN","Y","Y"
"105598032","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"105628507","IRON","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","N"
"100301236","WASHINGTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"201728226","IRON","OFF","EXTENDED MASTER OFF-PREMISE","SMALL GROCERY","N","N"
"105605455","GARFIELD","ON","DINING","CASUAL DINING","Y","Y"
"101917161","WASHINGTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105611671","WEBER","ON","DINING","FAST CASUAL","Y","N"
"101878159","DAVIS","OFF","MILITARY OFF-PREMISE","MILITARY EXCHANGE","Y","Y"
"100432380","SANPETE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105605336","GRAND","ON","BAR/NIGHTCLUB","CASUAL NIGHTCLUB","Y","Y"
"101997066","UTAH","ON","DINING","CASUAL DINING","Y","Y"
"101514127","SALT LAKE","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"102100367","WASATCH","ON","DINING","CASUAL DINING","Y","Y"
"100846430","SUMMIT","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107392816","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"201415038","SALT LAKE","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"105624744","DUCHESNE","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"201980206","TOOELE","ON","RECREATION","BILLIARD/BOWLING/ARCADE","Y","Y"
"201529795","UTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101647934","UINTAH","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101937714","PIUTE","ON","RECREATION","OTHER ENTERTAINMENT","Y","Y"
"105545926","UTAH","ON","LODGING","FULL SERVICE LODGING","Y","Y"
"100756940","SUMMIT","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101991690","DAVIS","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101980417","UINTAH","NR","NON RETAIL","CLIENT INTERNAL","N","N"
"101415029","UTAH","OFF","LIQUOR","CONVENTIONAL LIQUOR","Y","Y"
"107375698","DUCHESNE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"300267592","WEBER","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"107455473","WASATCH","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"107397616","WASHINGTON","ON","DINING","FAST CASUAL","Y","N"
"107447513","DAVIS","NR","NON RETAIL","CLIENT INTERNAL","N","N"
"302050112","SALT LAKE","ON","DINING","CASUAL DINING","Y","N"
"202214133","KANE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105610207","WEBER","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"101892639","SALT LAKE","OFF","GROCERY","SUPERETTE","Y","N"
"105601757","SALT LAKE","ON","RECREATION","GOLF/COUNTRY CLUB","Y","Y"
"101596283","WASHINGTON","OFF","GROCERY","SUPERCENTER","Y","N"
"100112366","UTAH","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"101750344","SALT LAKE","OFF","DRUG","CONVENTIONAL DRUG","Y","N"
"100214911","SALT LAKE","OFF","GROCERY","SUPERMARKET-CONVENTIONAL","Y","N"
"100301270","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101530281","IRON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"105618687","SALT LAKE","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"100171037","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101674065","SALT LAKE","ON","BAR/NIGHTCLUB","NEIGHBORHOOD BAR","Y","Y"
"200468970","WEBER","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"101648941","WASHINGTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"102123348","WASHINGTON","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"205527267","DAVIS","ON","DINING","CASUAL DINING","Y","N"
"101622008","UINTAH","ON","DINING","CASUAL DINING","Y","Y"
"101981456","SALT LAKE","ON","DINING","CASUAL DINING","Y","Y"
"100329202","SALT LAKE","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
"100693974","WEBER","OFF","CONVENIENCE STORE","CONVENTIONAL CONVENIENCE","Y","N"
